pearson_r,spearman_r,slope
-0.34537873144029435,-0.20579234972677593,-3.466871784147777
-0.3129044744862877,-0.10135938827527613,-3.051764451070179
-0.32294061423797266,-0.12367744562409981,-3.027178000739332
-0.2786108340361558,-0.0567970318107171,-2.8022058261221754
-0.45088945748263254,-0.19245938899659068,-4.655539734347551
-0.06213091465055052,0.09819805026971472,-0.5176686229204259
-0.4413350615521488,-0.18063583815028902,-4.162284471678845
-0.40240424210478837,-0.23091290584710916,-4.048123002613803
-0.24763243755228223,-0.020973841885763893,-2.2258585840826615
-0.4017581545172935,-0.23391567838036423,-4.153947917728648
-0.4321940175930311,-0.25005316401859223,-4.246809282540813
-0.2199751101003925,0.022132332397993268,-1.985609065173587
-0.3849457501023498,-0.16010505055406285,-3.6674783440946563
-0.3134038528628692,-0.08525492626551708,-3.0017550622563447
-0.42526323608719907,-0.23414601530540916,-4.137741091142033
-0.49269791924335066,-0.2883257544941808,-5.027917649741736
-0.44106252157039,-0.23604467645987615,-4.4314597354989615
-0.34922418889587786,-0.15643674883362554,-3.2806457096866835
-0.3500591110968572,-0.08808756460930373,-3.468148967070762
-0.3819243528376903,-0.20534890496770744,-3.668588405028739
-0.16744021466288203,0.07642652700809938,-1.4234591020787442
-0.3747898526558693,-0.18504482180599086,-3.4337597164022315
-0.4618442620124138,-0.21856194703699883,-4.693826552186473
-0.4552955147610218,-0.1833497429165299,-4.402072968384279
-0.25443720598393377,-0.011613012887833958,-2.341995159379169
-0.579204560713072,-0.3568796478980118,-5.966174965792697
-0.2922775321003117,-0.0837170643515401,-2.6494323384506697
-0.3381568335804651,-0.14268175574653263,-3.0776498465031388
-0.576973509739061,-0.42838530568509753,-6.356517693104722
-0.26494693740293535,-0.09232722435169269,-2.3775203296886085
-0.06876639588846166,0.1510167336784287,-0.5857063724943027
-0.3067610436374604,-0.059886525683424854,-2.8556757964557007
-0.4184162259921999,-0.16245561860832097,-4.086781083922929
-0.5308361325164827,-0.33333333333333326,-5.613687891561996
-0.4870645799537704,-0.3209358783722271,-4.952977971658301
-0.04313681735820736,0.1080411643347919,-0.34919647397169257
-0.5068557161129068,-0.2918689357255257,-4.957473103523252
-0.3843344288499231,-0.17187016438805047,-3.6292853379558148
-0.3414052296350631,-0.21163645197534242,-3.4155991646218147
-0.2801169925004598,-0.043795664769725066,-2.4900918393418885
-0.4403555381201133,-0.24750426101777454,-4.4696860203273365
-0.4898345110088003,-0.28618003654886437,-5.003072693810659
-0.45264618646372085,-0.2688622282097496,-4.483082274617591
-0.46941039308850424,-0.22869491741791942,-4.541025891876094
-0.30322483899428915,-0.09148230425124006,-3.1078781953821206
-0.30596253986427047,-0.07587800650713047,-2.6825581847944617
-0.2719205302870547,-0.062128973064279946,-2.5060216432061564
-0.2878687925993726,-0.14124733326444902,-2.6183686762099154
-0.19885118207259492,0.06625251233327242,-1.7620529250113224
-0.5205122546204025,-0.4052685647196948,-5.320906807681998
-0.5320012517062964,-0.29749512924938853,-5.3067072693492765
-0.09625126906328751,0.17406662086659408,-0.7867772950881236
-0.38009767752704343,-0.16002140103843676,-3.653410558891469
-0.2833663889250239,-0.11455334037977914,-2.7148925909394968
-0.5333148090134152,-0.3823583058720527,-5.54440045426526
-0.3949123085887803,-0.2065459051645588,-3.791685262922861
-0.38068054421982767,-0.1418097954724768,-3.679712582806392
-0.47968882974152244,-0.3752513074059002,-4.8704449517588975
-0.5847306346736116,-0.393938657315969,-6.278780654574464
-0.31478372398973986,-0.16595035896438318,-3.088427950928123
-0.5358555943266525,-0.33344266477158846,-5.28716570450809
-0.47840768202316974,-0.3614401505722352,-4.762653893329055
-0.21115047352815727,0.031450210924298234,-1.9645137019314245
-0.21224263967453755,0.016996496256398735,-1.9387376530124676
-0.31916744936499936,-0.11204074208803202,-2.9880687193815896
-0.5117597126155907,-0.31547582925733986,-5.127859480243536
-0.27913501925021145,-0.06883741258741259,-2.569467376644835
-0.3386638193980297,-0.13224193587534283,-3.2359376286177093
-0.2998678274082942,-0.12911629149689402,-2.8547647648687735
-0.3713384345448811,-0.17431839453500103,-3.648781549398538
-0.4661144273040433,-0.27456032670126523,-4.4441730148601035
-0.5099680737328186,-0.3205958195552589,-5.374275699740312
-0.45676133936397745,-0.2520429009193054,-4.666242190874954
-0.2828274570102711,-0.13047072553977826,-2.576966184648109
-0.27914872241889926,-0.0875510588063923,-2.711796031022373
-0.40886649305570816,-0.19064264914189838,-4.310963178110034
-0.41313081183506595,-0.16326902074990898,-4.029437973289256
-0.5073150237635154,-0.33134895272182757,-4.9100096262522
-0.5032098396392249,-0.45557789557058426,-5.402002838405228
-0.44172600199856604,-0.19683776212727944,-4.490702962145927
-0.382333434251125,-0.09740705422166071,-3.7192928786344504
-0.4260683906438695,-0.19980323329001223,-4.117525404716976
-0.3374196913868523,-0.2376869755563663,-3.490429603981309
-0.3629990574256582,-0.14483888585472418,-3.4398698117505484
-0.45499548609911633,-0.3257530614974889,-4.787829420577988
-0.4260737591392928,-0.16448409317722656,-4.005050451584775
-0.42757651529387325,-0.17587250744656976,-4.0112892706634495
-0.40707618900960374,-0.274413807747141,-4.075803036693181
-0.4404565678048332,-0.3145222565997824,-4.358282076944256
-0.30370603885563197,-0.12760286726137593,-3.081321273429502
-0.398744110614707,-0.1834036414105444,-3.8908033246707436
-0.34845405598876594,-0.11874673756024134,-3.3309101855264553
-0.29286206428748185,-0.05524351399324045,-2.7609197811595583
-0.5001365126141789,-0.235492930349045,-4.939029419209032
-0.30698070480089285,-0.08478229105786092,-2.7294370779702897
-0.4232237647219805,-0.1977961967404099,-4.027250036438709
-0.3559046582565651,-0.20640990621870162,-3.49257957460856
-0.33538719164836955,-0.1719746770842193,-3.3939126737023626
-0.19703957051286156,0.1379741660717663,-1.762515042752109
-0.32578529029345277,-0.17347849041489927,-3.247836663360148
-0.40873036433447363,-0.17818398159334156,-3.895205515547062
-0.42001758993861926,-0.2633835837757073,-3.992822898354991
-0.3870216022751253,-0.1336153967732915,-3.4457537256281663
-0.4063837055326008,-0.23477279073437826,-3.836228864794696
-0.2703242921754107,-0.0328426096527233,-2.471516941822121
-0.3272691264325063,-0.11880431088887809,-3.0025348176515023
-0.5328378108684406,-0.32325997299171505,-5.43476728685455
-0.4610010907760828,-0.23815659911744325,-4.264119801482833
-0.5003724967235232,-0.26056667375261927,-4.788078757384944
-0.2659879208900882,-0.07304822565969063,-2.5246235254421086
-0.18262638079638718,0.10954760412165328,-1.5500967956465859
-0.4010588144844066,-0.14721527288625488,-3.7106944939520607
-0.3936309011004979,-0.23348280288879825,-3.9422297325526072
-0.278991458062938,-0.13368385180857797,-2.6215684616123203
-0.35039388625536083,-0.13478355924792304,-3.3509397097156106
-0.41276861753236677,-0.19730134202873864,-4.181916427452454
-0.21858175665441412,-0.05731082321614211,-1.9804742636392205
-0.5625524931352118,-0.34971107046720906,-5.775144328890907
-0.4882754460553157,-0.29128953771289534,-5.02121076326882
-0.40925187377159966,-0.22010549930273446,-4.1043621745919765
-0.49670522825793406,-0.2924609078487931,-4.724030938703641
-0.5479214392652143,-0.4098953042018238,-5.559437204484715
-0.4709996451102121,-0.3616501461624013,-5.078732472279904
-0.37638438557344794,-0.07487799548401194,-3.5167639740452667
-0.482313847472671,-0.2968096996792691,-4.937089320440676
-0.22223974684779613,-0.03204618438545265,-2.074810949391525
-0.3963939938689788,-0.14666715201815217,-3.7997057745251106
-0.360502334231822,-0.08991895091521719,-3.411355487055549
-0.34942998565796984,-0.2507250871016581,-3.280280876151035
-0.39920444334950866,-0.14902303878681833,-3.640118245770345
-0.4168071591993868,-0.23276712328767124,-4.172007389108171
-0.15977729061156182,0.09811735688814098,-1.3419461952354677
-0.2150332304559677,-0.068889794577628,-2.125728603725391
-0.32583682969548494,-0.1784053257135909,-3.0074595376328985
-0.6291706526487622,-0.4804116200710318,-6.736019626589221
-0.4319187392202235,-0.15791134822799638,-4.134957401867603
-0.5525088121633406,-0.3743569185541525,-5.621657235814141
-0.32729800087936606,-0.07558595054874974,-2.9512372029942404
-0.21689054433829036,-0.01147004030343249,-1.9021895019787953
-0.2728728092262895,-0.06727752662398737,-2.5249359794749444
-0.2850078258937152,-0.09973333981254821,-2.6337302267072107
-0.41253865152054375,-0.1321174810200506,-4.125222655625251
-0.34702024912926804,-0.17164918078598373,-3.39649803478801
-0.5241667617233751,-0.361646234676007,-5.532305823684104
-0.45012633619596315,-0.23038629423442347,-4.589626854444889
-0.4498073213349894,-0.22744840662145413,-4.567205054267491
-0.5669913352914397,-0.4513327016060451,-5.890959676967912
-0.4195726819899824,-0.26595356752157534,-4.122520630101083
-0.27505878709584974,-0.05154388671886865,-2.6109087668778757
-0.38486843783084274,-0.21804529534238595,-3.636889363250295
-0.2751697600281135,-0.08979049491253936,-2.6245238972842753
-0.2854955227819485,-0.048070429476220325,-2.6083319081386067
-0.39671214271404365,-0.16007740886562039,-3.867586866794252
-0.2978594083797678,-0.1559975215347046,-2.792786817394118
-0.3714204455170797,-0.19207855854542802,-3.4740665821098276
-0.29786442916846684,-0.05312501897538968,-2.688346296976498
-0.5207179411735975,-0.3240445618188993,-5.320886176125694
-0.427269352001278,-0.22615096148594938,-4.084053192790024
-0.42132537912905493,-0.1764498265684902,-3.947857836687285
-0.4169528526098153,-0.2523273737999005,-4.148841279798333
-0.45794446940207345,-0.25281414208911707,-4.481824156365499
-0.44482490283712367,-0.24190814137891226,-4.440187483711394
-0.3937471479714722,-0.27068607574899695,-4.1712816710364065
-0.40200885819740767,-0.22307333078607255,-4.0754289017771805
-0.4626198205698633,-0.24090603821967152,-4.0614162267325975
-0.437001642608657,-0.23870662115709307,-4.243434885456281
-0.4009014505527854,-0.25877171697563817,-3.9444202080045927
-0.4957894539154249,-0.2550134908481004,-4.851865806755939
-0.25435619525851266,0.1381309083373459,-2.1904101807539793
-0.4222693087781401,-0.24456739344083284,-4.107775776708476
-0.3657761646961209,-0.16078593487829196,-3.3540664624227174
-0.37723068209513905,-0.20095016494231577,-3.873839123468824
-0.506773376486083,-0.36095945257334205,-5.140476596291698
-0.3635637034088759,-0.2260769184033052,-3.5354538740811936
-0.40828898969976535,-0.18309380874416348,-3.8568805999274134
-0.4250579291341448,-0.28720391818480123,-4.308943764426693
-0.3540923797690927,-0.2295431039727444,-3.237580657882281
-0.45252436952799147,-0.33601074203916464,-4.732735564581753
-0.4455181019635078,-0.23427611722324992,-4.316109305405119
-0.56336103746656,-0.4158892987584397,-5.815402795675533
-0.330748520037709,-0.1501400967941487,-3.2361185780671495
-0.3008845517988394,-0.15277625936858472,-2.7247637447786013
-0.3916616965551174,-0.22769344687152906,-3.844450764656036
-0.47291887572308405,-0.25084116698609715,-4.44967875197825
-0.5393921496583506,-0.2843133087605735,-5.492173089926103
-0.46937443335418294,-0.29145542528582097,-4.983004801654328
-0.4049209540729499,-0.25033684951627194,-4.123166509704701
-0.4743667170522531,-0.1839046272072258,-4.692622749108881
-0.5112653914568956,-0.37297743968015745,-5.210472920742152
-0.2766203281358085,-0.10789390513699461,-2.4061123753011646
-0.4165714351771111,-0.21326611188726233,-4.291167993281067
-0.3573838459024492,-0.1070312928152573,-3.1581568479661177
-0.5402188378724329,-0.39147232667342985,-5.710712907075485
-0.42527586677333123,-0.2739216568018571,-4.009483991453128
-0.5678702978134229,-0.3908758370094912,-5.876555632358169
-0.34408634978141117,-0.09884920731263201,-3.294030540026764
-0.383325511765454,-0.2253659961301157,-3.602945797629411
-0.37114045477963775,-0.23350145714059733,-3.4925575921270835
-0.21005335104860479,0.02710885491078214,-1.8253738012554586
-0.280355516684884,-0.06887911421204308,-2.5472686163893767
-0.3009282237143691,-0.09334386007530669,-2.8440552830050363
-0.44685695655591223,-0.18822285936436972,-4.250569930011937
-0.3173534198739499,-0.06031722800534202,-2.7672689209181764
-0.40878267373406924,-0.22166106180723333,-4.136435798924081
-0.37620680032525017,-0.14059672855772384,-3.6186343189495087
-0.13077572165013793,0.04656790847755941,-1.2286691155485363
-0.38258467392560147,-0.21494567360483388,-3.618359517451385
-0.4428985615213174,-0.19724567129165374,-4.336906524844057
-0.5901096932436808,-0.4203587716631194,-6.47109587881949
-0.2699069133492626,-0.07347330563048286,-2.5826745196655274
-0.33675140601663683,-0.1480360338499803,-3.2081691257737366
-0.3762784259794427,-0.15369467708801826,-3.72856233671438
-0.3874016100528624,-0.21760804411129955,-3.989341874785714
-0.33201126497967565,-0.13783585394410372,-3.149171312571168
-0.33532144931863284,-0.10803701071074902,-3.044804406926163
-0.5316907739689058,-0.27367973260407175,-5.571137748753939
-0.4179184913651794,-0.2978271167089745,-4.136458717929331
-0.2369840072132947,-0.06156115147211449,-2.146406904787814
-0.4995236214988264,-0.33194438539053533,-4.899601547846467
-0.3207208040158264,-0.12944763663309808,-2.910094564055796
-0.3143249103594263,-0.06201164161329914,-2.895649198550672
-0.32787019239682735,-0.1209765577553747,-3.1184683262189545
-0.4083217446615382,-0.1722245493895739,-3.8363183873178826
-0.21287700091303297,-0.09662660891844078,-1.9205498053030277
-0.4736199969063033,-0.32553679585371476,-4.815139038744604
-0.35877350138291797,-0.23139653414882774,-3.5850621405393563
-0.3804536762915551,-0.16549051997425027,-3.603119222078239
-0.34345424656754686,-0.09010246374873895,-3.0993827238431586
-0.5087949484217917,-0.44507508860821154,-5.37227902002926
-0.4544848618400212,-0.2677460888154698,-4.394608069646445
-0.3309657352441957,-0.17173203309764534,-3.2659228005201646
-0.38055148712682846,-0.16096430564655065,-3.5975934658487487
-0.314944942554053,-0.06619290573372205,-2.774859810216365
-0.43465721064484175,-0.23415998010710626,-4.389143841191477
-0.3129147140982028,-0.07513075980243437,-2.9461201952907796
-0.44651706715955203,-0.23487611430374603,-4.437557347454487
-0.4530936855815991,-0.3142180238738876,-4.371350454867617
-0.5181150808894073,-0.3446268702012078,-5.332572917144807
-0.1686593075173513,0.04499899596560726,-1.5261865076172487
-0.43920294117963715,-0.3255134108017247,-4.063475491466628
-0.37989168756903,-0.15734200010914318,-3.6742644616790465
-0.6312118269100756,-0.2664745273189249,-6.073626235787784
-0.3060171757376402,-0.10024313153415998,-2.761078512324814
-0.25394279574823087,-0.09267641526606395,-2.334703824441476
-0.5733901600205394,-0.43957456399510236,-6.015865201279033
-0.5060924057603272,-0.25878912175527585,-5.065581440771927
-0.29012628598766177,-0.0425930658488798,-2.7392145018248555
-0.4083542125715793,-0.22210883114043084,-4.015873414207818
-0.31108427183955156,-0.08665900257294576,-2.814057701000111
-0.34513009500472797,-0.1692395515771319,-3.2174114476941513
-0.38543847751567967,-0.143841442667574,-3.7387079246850043
-0.28626495529989476,-0.08714459295261241,-2.7768671169900148
-0.3953185619584962,-0.16697310056493062,-3.7177392409285352
-0.38177763875755977,-0.17350744002429397,-3.8016967890335787
-0.5003107080184895,-0.22636238871953074,-4.978761358537825
-0.5538641172764486,-0.40936106080678675,-6.158776480092865
-0.47986845569558817,-0.2771049157790363,-5.042014651191136
-0.38662960475200836,-0.2638935310382547,-3.90001705216704
-0.4616905527583597,-0.28081455711189235,-4.580340813036088
-0.6244194722963131,-0.499600816649907,-6.7924535716753995
-0.49052421985094585,-0.2408090357309938,-4.652176587448365
-0.4441323511812659,-0.3096593157097031,-4.3428313843508555
-0.5510241793950813,-0.33220382367460377,-5.318180564141326
-0.47159872565144856,-0.30981900232919257,-4.699434921228236
-0.3315204169761506,-0.1408016818670669,-2.999285313296525
-0.47505408405084726,-0.23282825520121073,-4.453940599991751
-0.49683267936288417,-0.3789207020357579,-5.103589788667756
-0.03186091299276799,0.23654534569756497,-0.24452566075902307
-0.2084956795218955,0.012402874548571847,-1.8676657141696213
-0.4805968585021784,-0.24167484501770792,-4.752141820594398
-0.38302003274940166,-0.16861407353003663,-3.5302040899384712
-0.5219954500112859,-0.32725060827250607,-5.366101585208606
-0.3027716946507028,-0.17474213347741882,-2.8523034275113304
-0.5132336961866244,-0.30625691396895244,-5.337974498114568
-0.236680656010769,0.01955856643356643,-2.1198476977388467
-0.31359869780031097,-0.09690210053881801,-2.772633457075745
-0.36536774290428853,-0.13547399497029558,-3.455906991676584
-0.4151472916356416,-0.19543410584572812,-3.9691475625700257
-0.28832723948262134,-0.10141509433962265,-2.813562733195726
-0.28003039121006273,0.011433917787579436,-2.5667364168021
-0.5234035176499497,-0.3036884797334274,-5.177234680038932
-0.4540860790747072,-0.29384838605885105,-4.65471767463175
-0.32629920144916874,-0.08419922479209506,-3.0851830707930143
-0.16525969684854985,0.09944543088560795,-1.4388858442916157
-0.4369038876534032,-0.2985295724710711,-4.539548977243104
-0.31254938712060937,-0.09081750318625961,-2.939898236753361
-0.44283129938544596,-0.28252652560191543,-4.518699737835888
-0.5754961328898729,-0.4190146406658161,-5.97477948227487
-0.2642552625561167,-0.06303547340406139,-2.4368119048793755
-0.35663231157862296,-0.15004340725720774,-3.4614541090368616
-0.4688088735244163,-0.3044018038084458,-4.754092470223229
-0.43102130214466744,-0.2603634333159345,-4.318780963239899
-0.4233161489611668,-0.18701752682429482,-4.066858501861166
-0.44973180409949653,-0.22606005459508646,-4.523748625585458
-0.5077531659816439,-0.36251165000639607,-4.954461378929152
-0.26787852727725664,-0.03193840623709713,-2.4027420978827982
-0.28485314436236475,-0.1069956846775664,-2.721069207575646
-0.4876658664032878,-0.23606856309263308,-4.631055806606594
-0.4808857069440932,-0.3548740816550313,-5.118222479447117
-0.2814633101607698,-0.08859035924867789,-2.588213679488179
-0.49591140376759724,-0.2728188387770086,-4.776115713755261
-0.4224728009610255,-0.18341063190057091,-4.116296675389912
-0.1983096967455153,0.08925965560852221,-1.7507917000842792
-0.30953825285276526,-0.08336422698018148,-2.8374054531747674
-0.3738321640465311,-0.17195849214888845,-3.3491716027008502
-0.36864135706278683,-0.09178649887115325,-3.414262646751791
-0.5351566487884865,-0.2630958457910985,-5.315315865290894
-0.41329426283697157,-0.16339305772278248,-3.9092210543005854
-0.5283169014089855,-0.3511429525515316,-5.4038413259658755
-0.29766262393595927,-0.09508921253771574,-2.801192640852893
-0.2422058379825166,-0.02770339354398949,-2.156673548888339
-0.42569132264501025,-0.2411330318058907,-4.136187991022831
-0.4505729814900669,-0.30757871324132646,-4.54020518279542
-0.4494418977795524,-0.2853201084248016,-4.537969720233062
-0.18462500873166143,0.06424432950121543,-1.531928750736433
-0.5983390980685791,-0.4767278114084018,-6.415210449664536
-0.42948920387247486,-0.23908213440174833,-4.281371336675959
-0.5504018866943434,-0.42314328764459996,-5.614142150883301
-0.3706417942285555,-0.14270959275303324,-3.585005752829171
-0.3073463735074259,-0.17172195317336053,-2.993425815307409
-0.2029135388891596,0.049575828289457696,-1.848265051416314
-0.2689999004504365,-0.04594837643398794,-2.365414207604761
-0.5323895890853065,-0.3875696330180484,-5.500847766964325
-0.4769038410400839,-0.3251820672145387,-4.725355245318509
-0.40084207565875324,-0.16394834172072997,-3.87253846410634
-0.3840326393021465,-0.15488601422775322,-3.6894178235340114
-0.4245928735486724,-0.25980302864706667,-4.254503719558525
-0.5093081353275011,-0.2443542309842721,-5.134802095229691
-0.4652727184864871,-0.17506167138569223,-4.4878762853639955
-0.4098009333769603,-0.07605561840808729,-3.899497836349719
-0.39149820601179697,-0.19144687172742994,-4.103293741285216
-0.44466527683666973,-0.22555632527558,-4.496193416050844
-0.25439143291012795,-0.09507686509552667,-2.3189806397928416
